JrId,JournalTitle,MedAbbr,ISSN (Print),ISSN (Online),IsoAbbr,NlmId
4494,The Journal of antibiotics. Ser. B,J Antibiot B,0447-8991,2186-5469,J Antibiot B,0154411
4495,The Journal of antimicrobial chemotherapy,J Antimicrob Chemother,0305-7453,1460-2091,J Antimicrob Chemother,7513617
4496,The Journal of applied behavioral science,J Appl Behav Sci,0021-8863,1552-6879,J Appl Behav Sci,0060433
4497,Journal Of Apdsa; Asian Pacific Dental Student Association,J APDSA (Tokyo),0571-2912,,J APDSA (Tokyo),9875625
4498,Hawaii dental journal,Hawaii Dent J,0891-9933,,Hawaii Dent J,8502148
4499,Healthcare forum,Healthc Forum,0885-257X,,Healthc Forum,8511257
4500,The Journal of applied bacteriology,J Appl Bacteriol,0021-8847,,J Appl Bacteriol,7503050
4501,Journal of applied behavior analysis,J Appl Behav Anal,0021-8855,1938-3703,J Appl Behav Anal,0174763
4502,Nihon Rai Gakkai zasshi,Nihon Rai Gakkai Zasshi,0386-3980,,Nihon Rai Gakkai Zasshi,7901165
4503,The Journal of applied nutrition,J Appl Nutr,0021-8960,,J Appl Nutr,0404726
4504,Journal of applied biochemistry,J Appl Biochem,0161-7354,,J Appl Biochem,7908148
4505,HealthSpan,Healthspan,0883-0452,,Healthspan,8507456
4506,Healthcare executive currents,Healthc Exec Curr,0898-1647,,Healthc Exec Curr,9004556
4507,Journal of applied physiology,J Appl Physiol,0021-8987,,J Appl Physiol,0376576
4508,"Journal of applied physiology (Bethesda, Md.",J Appl Physiol (1985),8750-7587,1522-1601,J Appl Physiol (1985),8502536
4509,Hematologic pathology,Hematol Pathol,0886-0238,,Hematol Pathol,8707764
4510,Healthcare executive,Healthc Exec,0883-5381,,Healthc Exec,8612808
4511,Health matrix,Health Matrix,,,Health Matrix,8405332
4512,The Journal of applied psychology,J Appl Psychol,0021-9010,1939-1854,J Appl Psychol,0222526
4513,Hematology/oncology clinics of North America,Hematol Oncol Clin North Am,0889-8588,1558-1977,Hematol Oncol Clin North Am,8709473
4514,"Health policy (Amsterdam, Netherlands)",Health Policy,0168-8510,1872-6054,Health Policy,8409431
4515,In vitro cellular & developmental biology,In Vitro Cell Dev Biol,0883-8364,,In Vitro Cell Dev Biol,8506951
4516,Heart and vessels,Heart Vessels,0910-8327,1615-2573,Heart Vessels,8511258
4517,International disability studies,Int Disabil Stud,0259-9147,,Int Disabil Stud,8710422
4518,Heart and vessels. Supplement,Heart Vessels Suppl,0935-736X,,Heart Vessels Suppl,8810802
4519,The Journal of the Arkansas Medical Society,J Ark Med Soc,0004-1858,,J Ark Med Soc,7503069
4520,JAAMI,J Assoc Adv Med Instrum,0004-5446,,J Assoc Adv Med Instrum,1275534
4521,Journal of the Association for the Care of Children in Hospitals,J Assoc Care Child Hosp,0145-3351,,J Assoc Care Child Hosp,7613888
4522,The Journal of asthma,J Asthma,0277-0903,1532-4303,J Asthma,8106454
4523,Healthcare management forum,Healthc Manage Forum,0840-4704,,Healthc Manage Forum,8805307
4524,Journal - Association of Official Analytical Chemists,J Assoc Off Anal Chem,0004-5756,,J Assoc Off Anal Chem,7505559
4525,Health facilities management,Health Facil Manage,0899-6210,1943-5142,Health Facil Manage,8906517
4526,Journal of the Association for Physical and Mental Rehabilitation,J Assoc Phys Ment Rehabil,0098-8448,,J Assoc Phys Ment Rehabil,7503071
4527,Journal of biological photography,J Biol Photogr,0274-497X,,J Biol Photogr,8006504
4528,International journal of instructional media,Int J Instr Media,0092-1815,,Int J Instr Media,9877780
4529,Journal of the American Academy of Child and Adolescent Psychiatry,J Am Acad Child Adolesc Psychiatry,0890-8567,1527-5418,J Am Acad Child Adolesc Psychiatry,8704565
4530,The Journal of the Association of Physicians of India,J Assoc Physicians India,0004-5772,,J Assoc Physicians India,7505585
4531,The Journal of asthma research,J Asthma Res,0021-9134,,J Asthma Res,0376577
4532,Journal of atherosclerosis research,J Atheroscler Res,0368-1319,,J Atheroscler Res,0242574
4533,The Journal of auditory research,J Aud Res,0021-9177,,J Aud Res,0014024
4534,Journal Of The Australian Institute Of Surgical And Dental Technicians (Melbourne),J Aust Inst Surg Dent Tech,0313-8356,,J Aust Inst Surg Dent Tech,9883613
4535,Hospital guest relations report,Hosp Guest Relations Rep,0899-8957,,Hosp Guest Relations Rep,8802247
4536,Journal of autism and childhood schizophrenia,J Autism Child Schizophr,0021-9185,,J Autism Child Schizophr,1264240
4537,Journal of autism and developmental disorders,J Autism Dev Disord,0162-3257,1573-3432,J Autism Dev Disord,7904301
4538,Journal Das Auxiliares Odontologicas,J Aux Odontol,,,J Aux Odontol,9875624
4539,"Interior design (New York, N.Y.)",Inter Des,0020-5508,,Inter Des,9877782
4540,Journal of bacteriology,J Bacteriol,0021-9193,1098-5530,J Bacteriol,2985120R
4541,Journal belge de medecine physique et de rehabilitation. = Belgisch tijdschrift voor fysische geneeskunde en rehabilitatie,J Belge Med Phys Rehabil,0250-4766,,J Belge Med Phys Rehabil,7903309
4542,Journal of the Baltimore College of Dental Surgery,J Baltimore Coll Dent Surg,0067-3072,,J Baltimore Coll Dent Surg,7505588
4543,Princess Takamatsu symposia,Princess Takamatsu Symp,,,Princess Takamatsu Symp,9301172
4545,Journal belge de medecine physique = Belgisch tijdschrift voor fysische geneeskunde,J Belge Med Phys,0378-9500,,J Belge Med Phys,7903136
4546,Journal belge de radiologie,J Belge Radiol,0302-7430,,J Belge Radiol,0420407
4547,Journal belge de rhumatologie et de medecine physique = Belgisch tijdschrift voor reumatologie en fysische geneeskunde,J Belge Rhumatol Med Phys,0021-7654,,J Belge Rhumatol Med Phys,0071414
4548,The journal of the Bergen County Dental Society. Bergen County Dental Society,J Bergen Cty Dent Soc,0092-9832,,J Bergen Cty Dent Soc,7507180
4549,The Journal of clinical psychiatry,J Clin Psychiatry,0160-6689,1555-2101,J Clin Psychiatry,7801243
4550,Journal of clinical apheresis,J Clin Apher,0733-2459,1098-1101,J Clin Apher,8216305
4551,Contract interiors,Contract Inter,0148-012X,,Contract Inter,9877842
4552,Journal of biochemistry,J Biochem,0021-924X,1756-2651,J Biochem,0376600
4553,The Journal of biocommunication,J Biocommun,0094-2499,1936-4563,J Biocommun,0425742
4554,Journal of bioenergetics,J Bioenerg,0449-5705,,J Bioenerg,1301714
4555,Journal of bioenergetics and biomembranes,J Bioenerg Biomembr,0145-479X,1573-6881,J Bioenerg Biomembr,7701859
4556,Journal de biologie buccale,J Biol Buccale,0301-3952,,J Biol Buccale,0400336
4557,Journal of bioengineering,J Bioeng,0145-3068,,J Bioeng,7801772
4558,Health industry today,Health Ind Today,0745-4678,,Health Ind Today,8400108
4559,The Journal of biological chemistry,J Biol Chem,0021-9258,1083-351X,J Biol Chem,2985121R
4560,Journal of the Biological Photographic Association,J Biol Photogr Assoc,0006-3215,,J Biol Photogr Assoc,7503073
4562,Journal of biological standardization,J Biol Stand,0092-1157,,J Biol Stand,0400335
4563,Journal of biomechanics,J Biomech,0021-9290,1873-2380,J Biomech,0157375
4564,Journal of autonomic pharmacology,J Auton Pharmacol,0144-1795,1365-2680,J Auton Pharmacol,8106455
4565,Journal de biomateriaux dentaires,J Biomater Dent,0295-6195,,J Biomater Dent,8612237
4566,Journal of biomedical materials research,J Biomed Mater Res,0021-9304,1097-4636,J Biomed Mater Res,0112726
4567,Journal of biosocial science,J Biosoc Sci,0021-9320,1469-7599,J Biosoc Sci,0177346
4568,Journal of biosocial science. Supplement,J Biosoc Sci Suppl,0300-9645,,J Biosoc Sci Suppl,0235416
4569,The Journal of bone and joint surgery. American volume,J Bone Joint Surg Am,0021-9355,1535-1386,J Bone Joint Surg Am,0014030
4570,The Journal of bone and joint surgery. British volume,J Bone Joint Surg Br,0301-620X,2044-5377,J Bone Joint Surg Br,0375355
4571,Journal of the British Endodontic Society,J Br Endod Soc,0007-0653,,J Br Endod Soc,7507181
4572,Jornal brasileiro de doencas toracicas,J Bras Doencas Torac,0047-2069,,J Bras Doencas Torac,0071033
4573,The Journal of business strategy,J Bus Strategy,0275-6668,,J Bus Strategy,9879872
4574,Journal of cancer research and clinical oncology,J Cancer Res Clin Oncol,0171-5216,1432-1335,J Cancer Res Clin Oncol,7902060
4575,Jornal brasileiro de psiquiatria,J Bras Psiquiatr,0047-2085,,J Bras Psiquiatr,0413673
4576,The Journal of burn care & rehabilitation,J Burn Care Rehabil,0273-8481,,J Burn Care Rehabil,8110188
4577,Hospital law newsletter,Hosp Law Newsl,0738-0984,,Hosp Law Newsl,8911901
4578,Journal - California Dental Association,J Calif Dent Assoc (1961),0008-0977,,J Calif Dent Assoc (1961),7507164
4579,Journal of the Canadian Association of Radiologists,J Can Assoc Radiol,0008-2902,,J Can Assoc Radiol,7505589
4580,Journal of the Canadian Dental Association,J Can Dent Assoc (Tor),0008-3372,,J Can Dent Assoc (Tor),7505590
4581,Journal of the Canadian Dietetic Association,J Can Diet Assoc,0008-3399,,J Can Diet Assoc,0415554
4582,The Journal of cardiovascular surgery,J Cardiovasc Surg (Torino),0021-9509,1827-191X,J Cardiovasc Surg (Torino),0066127
4583,Health manpower management,Health Manpow Manage,0955-2065,,Health Manpow Manage,8911894
4584,Health management quarterly,Health Manage Q,,,Health Manage Q,8502875
4585,The Journal of cell biology,J Cell Biol,0021-9525,1540-8140,J Cell Biol,0375356
4586,Journal of cellular physiology,J Cell Physiol,0021-9541,1097-4652,J Cell Physiol,0050222
4587,Journal of cellular physiology. Supplement,J Cell Physiol Suppl,0737-1462,,J Cell Physiol Suppl,8300145
4588,Hand clinics,Hand Clin,0749-0712,1558-1969,Hand Clin,8510415
4589,Hospital entrepreneurs' newsletter,Hosp Entrep Newsl,8756-7253,,Hosp Entrep Newsl,8712401
4590,Journal of cellular biochemistry,J Cell Biochem,0730-2312,1097-4644,J Cell Biochem,8205768
4591,Journal of cell science. Supplement,J Cell Sci Suppl,0269-3518,,J Cell Sci Suppl,8502898
4592,Journal of cell science,J Cell Sci,0021-9533,1477-9137,J Cell Sci,0052457
4593,Journal of cerebral blood flow and metabolism,J Cereb Blood Flow Metab,0271-678X,1559-7016,J Cereb Blood Flow Metab,8112566
4594,Journal of chemical documentation,J Chem Doc,0021-9576,,J Chem Doc,7505011
4595,The Journal of diabetic complications,J Diabet Complications,0891-6632,,J Diabet Complications,8708656
4596,Holistic nursing practice,Holist Nurs Pract,0887-9311,1550-5138,Holist Nurs Pract,8702105
4597,Journal of chemical education,J Chem Educ,0021-9584,,J Chem Educ,2985122R
4598,Journal of chemical information and computer sciences,J Chem Inf Comput Sci,0095-2338,,J Chem Inf Comput Sci,7505012
4599,The Journal of chemical physics,J Chem Phys,0021-9606,1089-7690,J Chem Phys,0375360
4600,Journal of the Chemical Society. Perkin transactions 1,J Chem Soc Perkin 1,0300-922X,2050-8255,J Chem Soc Perkin 1,7505598
4601,Hospital aviation,Hosp Aviat,0740-8315,,Hosp Aviat,8906078
4602,Hospital material[dollar sign] management,Hosp Mater Manage,0888-3068,,Hosp Mater Manage,8702109
4603,Journal of child language,J Child Lang,0305-0009,1469-7602,J Child Lang,0425743
4604,"Journal of child psychology and psychiatry, and allied disciplines",J Child Psychol Psychiatry,0021-9630,1469-7610,J Child Psychol Psychiatry,0375361
4605,Book supplement to the Journal of child psychology and psychiatry,Book Suppl J Child Psychol Psychiatr,0164-1735,,Book Suppl J Child Psychol Psychiatr,7806054
4606,Health planning & manpower reports,Health Plann Manpow Rep (1976),0362-3165,,Health Plann Manpow Rep (1976),7610479
4607,Hospital practice (Hospital ed.),Hosp Pract (Hosp Ed),8755-4542,,Hosp Pract (Hosp Ed),9880471
4608,Journal of clinical pharmacy and therapeutics,J Clin Pharm Ther,0269-4727,1365-2710,J Clin Pharm Ther,8704308
4609,Journal de chirurgie,J Chir (Paris),0021-7697,1773-0422,J Chir (Paris),0374754
4610,The Journal of forensic odonto-stomatology,J Forensic Odontostomatol,0258-414X,2219-6749,J Forensic Odontostomatol,8501421
4611,"Health promotion (Oxford, England)",Health Promot,0268-1099,,Health Promot,8700098
4612,Hospital practice (Office ed.),Hosp Pract (Off Ed),8750-2836,,Hosp Pract (Off Ed),8404149
4613,"Health progress (Saint Louis, Mo.)",Health Prog,0882-1577,,Health Prog,8500263
4614,To Helleniko periodiko gia stomatike & gnathoprosopike cheirourgike,Hell Period Stomat Gnathopathoprosopike Cheir,1105-1124,,Hell Period Stomat Gnathopathoprosopike Cheir,9001934
4615,Journal of clinical engineering,J Clin Eng,0363-8855,,J Clin Eng,7703941
4616,Journal of chromatography,J Chromatogr,,,J Chromatogr,0427043
4617,Journal of chromatography. Supplementary volume,J Chromatogr Suppl,0376-737X,,J Chromatogr Suppl,7610816
4618,Journal of chromatographic science,J Chromatogr Sci,0021-9665,1945-239X,J Chromatogr Sci,0173225
4619,Journal of nursing quality assurance,J Nurs Qual Assur,0889-4647,,J Nurs Qual Assur,8703781
4620,Journal of quality assurance,J Qual Assur,1062-0273,,J Qual Assur,8809256
4621,Journal of virological methods,J Virol Methods,0166-0934,1879-0984,J Virol Methods,8005839
4622,Journal of chronic diseases,J Chronic Dis,0021-9681,,J Chronic Dis,2985123R
4623,Journal of clinical computing,J Clin Comput,0090-1091,,J Clin Comput,0351310
4624,The Journal of clinical endocrinology and metabolism,J Clin Endocrinol Metab,0021-972X,1945-7197,J Clin Endocrinol Metab,0375362
4625,Journal of clinical immunology,J Clin Immunol,0271-9142,1573-2592,J Clin Immunol,8102137
4626,Nihon Ika Daigaku zasshi,Nihon Ika Daigaku Zasshi,0048-0444,,Nihon Ika Daigaku Zasshi,7505726
4627,Journal of craniofacial genetics and developmental biology,J Craniofac Genet Dev Biol,0270-4145,,J Craniofac Genet Dev Biol,8109845
4628,Journal of clinical and experimental neuropsychology,J Clin Exp Neuropsychol,1380-3395,1744-411X,J Clin Exp Neuropsychol,8502170
4629,"Human reproduction (Oxford, England)",Hum Reprod,0268-1161,1460-2350,Hum Reprod,8701199
4630,Journal of public health policy,J Public Health Policy,0197-5897,1745-655X,J Public Health Policy,8006508
4631,Majallat Niqabat Attiba' al-Asnan al-Urduniyah,Majallat Niqabat Attiba Alasnnan Alurduniyah,,,Majallat Niqabat Attiba Alasnnan Alurduniyah,7507213
4632,The Journal of clinical investigation,J Clin Invest,0021-9738,1558-8238,J Clin Invest,7802877
4633,Journal of immunoassay,J Immunoassay,0197-1522,,J Immunoassay,8007167
4634,Journal of clinical microbiology,J Clin Microbiol,0095-1137,1098-660X,J Clin Microbiol,7505564
4635,Journal of muscle research and cell motility,J Muscle Res Cell Motil,0142-4319,1573-2657,J Muscle Res Cell Motil,8006298
4636,Journal of neuroimmunology,J Neuroimmunol,0165-5728,1872-8421,J Neuroimmunol,8109498
4637,Journal of clinical neurophysiology,J Clin Neurophysiol,0736-0258,1537-1603,J Clin Neurophysiol,8506708
4638,Hospital strategy report,Hosp Strategy Rep,1040-6263,,Hosp Strategy Rep,8903894
4639,Journal of clinical orthodontics,J Clin Orthod,0022-3875,1945-225X,J Clin Orthod,0243471
4640,Journal of pediatric orthopedics,J Pediatr Orthop,0271-6798,1539-2570,J Pediatr Orthop,8109053
4641,Journal of collective negotiations in the public sector,J Collect Negotiations Public Sect,0047-2301,,J Collect Negotiations Public Sect,9877813
4642,Journal of clinical pathology,J Clin Pathol,0021-9746,1472-4146,J Clin Pathol,0376601
4643,Journal of clinical pathology. Supplement (Royal College of Pathologists),J Clin Pathol Suppl (R Coll Pathol),0144-0330,,J Clin Pathol Suppl (R Coll Pathol),8300543
4644,Journal of clinical pathology. Supplement (Association of Clinical Pathologists),J Clin Pathol Suppl (Assoc Clin Pathol),0144-0349,,J Clin Pathol Suppl (Assoc Clin Pathol),0217241
4645,Journal of clinical periodontology,J Clin Periodontol,0303-6979,1600-051X,J Clin Periodontol,0425123
4646,Journal of clinical pharmacology,J Clin Pharmacol,0091-2700,1552-4604,J Clin Pharmacol,0366372
4647,The Journal of clinical pharmacology and new drugs,J Clin Pharmacol New Drugs,0021-9754,,J Clin Pharmacol New Drugs,0366131
4648,Journal of cranio-maxillo-facial surgery,J Craniomaxillofac Surg,1010-5182,1878-4119,J Craniomaxillofac Surg,8704309
4649,Journal of developmental and behavioral pediatrics,J Dev Behav Pediatr,0196-206X,1536-7312,J Dev Behav Pediatr,8006933
4650,Journal of craniomandibular disorders,J Craniomandib Disord,0890-2739,,J Craniomandib Disord,8709733
4651,Journal of clinical psychology,J Clin Psychol,0021-9762,1097-4679,J Clin Psychol,0217132
